ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-FAM	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-FAM	I-FAM
護憲	ゴケン	ゴケン	護憲	名詞	普通名詞	一般	*	*	*	O	O
派	ハ	ハ	派	接尾辞	名詞的	一般	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
こんな	コンナ	コンナ	こんな	連体詞	*	*	*	*	*	O	O
過去	カコ	カコ	過去	名詞	普通名詞	副詞可能	*	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
象徴	ショーチョー	ショウチョウ	象徴	名詞	普通名詞	サ変可能	*	*	*	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	O	O
よう	ヨー	ヨウ	様	形状詞	助動詞語幹	*	*	*	*	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	O	O
歌	ウタ	ウタ	歌	名詞	普通名詞	一般	*	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
持た	モタ	モツ	持つ	動詞	一般	*	*	五段-タ行	未然形-一般	O	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	O	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	O	O
ゆえ	ユエ	ユエ	故	名詞	普通名詞	副詞可能	*	*	*	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O	O
むしろ	ムシロ	ムシロ	寧ろ	副詞	*	*	*	*	*	O	O
過去	カコ	カコ	過去	名詞	普通名詞	副詞可能	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
憲法	ケンポー	ケンポウ	憲法	名詞	普通名詞	一般	*	*	*	O	O
論議	ロンギ	ロンギ	論議	名詞	普通名詞	サ変可能	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
呪縛	ジュバク	ジュバク	呪縛	名詞	普通名詞	サ変可能	*	*	*	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	O	O
じゅ	ジュ	ジュ	ジュ	記号	一般	*	*	*	*	O	O
ば	バ	バ	バ	記号	一般	*	*	*	*	O	O
く	ク	ク	ク	記号	一般	*	*	*	*	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	O	O
逃れ	ノガレ	ノガレル	逃れる	動詞	一般	*	*	下一段-ラ行	未然形-一般	O	O
られ	ラレ	ラレル	られる	助動詞	*	*	*	助動詞-レル	未然形-一般	O	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O	O
いう	ユー	イウ	言う	動詞	一般	*	*	五段-ワア行	連体形-一般	O	O
アキレス	アキレス	アキレス	アキレス-Achilles	名詞	固有名詞	人名	一般	*	*	O	O
けん	ケン	ケン	ケン	名詞	固有名詞	人名	名	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
抱え込ん	カカエコン	カカエコム	抱え込む	動詞	一般	*	*	五段-マ行	連用形-撥音便	O	O
で	デ	テ	て	助詞	接続助詞	*	*	*	*	O	O
しまっ	シマッ	シマウ	仕舞う	動詞	非自立可能	*	*	五段-ワア行	連用形-促音便	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	O	O
よう	ヨー	ヨウ	様	形状詞	助動詞語幹	*	*	*	*	O	O
だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	O	O
。	*	*	。	補助記号	句点	*	*	*	*	O	O

三	サン	サン	三	名詞	数詞	*	*	*	*	O	O
大	ダイ	ダイ	大	接頭辞	*	*	*	*	*	O	O
ネットワーク	ネットワーク	ネットワーク	ネットワーク-network	名詞	普通名詞	一般	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
残る	ノコル	ノコル	残る	動詞	一般	*	*	五段-ラ行	連体形-一般	O	O
一	ヒト	ヒト	一	名詞	数詞	*	*	*	*	O	O
つ	ツ	ツ	つ	接尾辞	名詞的	助数詞	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
ＮＢＣ	エヌビーシー	エヌビーシー	ＮＢＣ	名詞	固有名詞	一般	*	*	*	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O	O
秋波	シューハ	シュウハ	秋波	名詞	普通名詞	一般	*	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
送る	オクル	オクル	送る	動詞	一般	*	*	五段-ラ行	連体形-一般	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-C	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-C	I-FAM
多く	オーク	オオイ	多い	形容詞	一般	*	*	形容詞	連用形-一般	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
いつ	イツ	イツ	何時	代名詞	*	*	*	*	*	O	O
買収	バイシュー	バイシュウ	買収	名詞	普通名詞	サ変可能	*	*	*	O	O
話	ハナシ	ハナシ	話	名詞	普通名詞	サ変可能	*	*	*	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O	O
持ち上がっ	モチアガッ	モチアガル	持ち上がる	動詞	一般	*	*	五段-ラ行	連用形-促音便	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O	I-FAM
おかしく	オカシク	オカシイ	可笑しい	形容詞	一般	*	*	形容詞	連用形-一般	O	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	終止形-一般	O	O
。	*	*	。	補助記号	句点	*	*	*	*	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-FAM	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-FAM	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O	O
人数	ニンズー	ニンズウ	人数	名詞	普通名詞	一般	*	*	*	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O	O
部屋	ヘヤ	ヘヤ	部屋	名詞	普通名詞	一般	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
広	ヒロ	ヒロイ	広い	形容詞	一般	*	*	形容詞	語幹-一般	O	O
さ	サ	サ	さ	接尾辞	名詞的	一般	*	*	*	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O	O
合わ	アワ	アウ	合う	動詞	非自立可能	*	*	五段-ワア行	未然形-一般	O	O
なかっ	ナカッ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連用形-促音便	O	O
たり	タリ	タリ	たり	助詞	副助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
どの	ドノ	ドノ	何の	連体詞	*	*	*	*	*	O	O
接待	セッタイ	セッタイ	接待	名詞	普通名詞	サ変可能	*	*	*	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O	O
金額	キンガク	キンガク	金額	名詞	普通名詞	一般	*	*	*	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O	O
一致	イッチ	イッチ	一致	名詞	普通名詞	サ変可能	*	*	*	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	O	O
不	フ	フ	不	接頭辞	*	*	*	*	*	O	O
自然	シゼン	シゼン	自然	形状詞	一般	*	*	*	*	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	O	O
点	テン	テン	点	名詞	普通名詞	助数詞可能	*	*	*	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O	O
報道	ホードー	ホウドウ	報道	名詞	普通名詞	サ変可能	*	*	*	O	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	O	O
れる	レル	レル	れる	助動詞	*	*	*	助動詞-レル	終止形-一般	O	O
と	ト	ト	と	助詞	接続助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
次	ツギ	ツギ	次	名詞	普通名詞	一般	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
請求	セーキュー	セイキュウ	請求	名詞	普通名詞	サ変可能	*	*	*	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
一転	イッテン	イッテン	一転	名詞	普通名詞	サ変可能	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
金額	キンガク	キンガク	金額	名詞	普通名詞	一般	*	*	*	O	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	O	O
日付	ヒズケ	ヒヅケ	日付け	名詞	普通名詞	一般	*	*	*	O	O
まで	マデ	マデ	まで	助詞	副助詞	*	*	*	*	O	O
非	ヒ	ヒ	非	接頭辞	*	*	*	*	*	O	O
開示	カイジ	カイジ	開示	名詞	普通名詞	サ変可能	*	*	*	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O	O
。	*	*	。	補助記号	句点	*	*	*	*	O	O

また	マタ	マタ	又	接続詞	*	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
各	カク	カク	各	接頭辞	*	*	*	*	*	O	O
都	ト	ト	都	名詞	普通名詞	一般	*	*	*	O	O
道	ドー	ドウ	道	名詞	普通名詞	一般	*	*	*	O	O
府	フ	フ	府	名詞	普通名詞	一般	*	*	*	O	O
県	ケン	ケン	県	名詞	普通名詞	一般	*	*	*	O	O
教委	キョーイ	キョウイ	教委	名詞	普通名詞	一般	*	*	*	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	O	O
九	キュー	キュウ	九	名詞	数詞	*	*	*	*	O	O
九	キュー	キュウ	九	名詞	数詞	*	*	*	*	O	O
四	ヨン	ヨン	四	名詞	数詞	*	*	*	*	O	O
年度	ネンド	ネンド	年度	名詞	普通名詞	一般	*	*	*	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O	O
把握	ハアク	ハアク	把握	名詞	普通名詞	サ変可能	*	*	*	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O	O
いじめ	イジメ	イジメ	苛め	名詞	普通名詞	一般	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
件数	ケンスー	ケンスウ	件数	名詞	普通名詞	一般	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
回答	カイトー	カイトウ	回答	名詞	普通名詞	サ変可能	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O	O
二十	ニジュー	ニジュウ	二十	名詞	数詞	*	*	*	*	O	O
六	ロク	ロク	六	名詞	数詞	*	*	*	*	O	O
道	ドー	ドウ	道	名詞	普通名詞	一般	*	*	*	O	O
府	フ	フ	府	名詞	普通名詞	一般	*	*	*	O	O
県	ケン	ケン	県	名詞	普通名詞	一般	*	*	*	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O	O
見る	ミル	ミル	見る	動詞	非自立可能	*	*	上一段-マ行	連体形-一般	O	O
限り	カギリ	カギリ	限り	名詞	普通名詞	副詞可能	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
増加	ゾーカ	ゾウカ	増加	名詞	普通名詞	サ変可能	*	*	*	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-C	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-C	I-FAM
目立ち	メダチ	メダツ	目立つ	動詞	一般	*	*	五段-タ行	連用形-一般	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
文部	モンブ	モンブ	文部	名詞	普通名詞	一般	*	*	*	O	O
省	ショー	ショウ	省	接尾辞	名詞的	一般	*	*	*	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O	O
来月	ライゲツ	ライゲツ	来月	名詞	普通名詞	副詞可能	*	*	*	O	O
発表	ハッピョー	ハッピョウ	発表	名詞	普通名詞	サ変可能	*	*	*	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	O	O
全国	ゼンコク	ゼンコク	全国	名詞	普通名詞	一般	*	*	*	O	O
集計	シューケー	シュウケイ	集計	名詞	普通名詞	サ変可能	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
前	ゼン	ゼン	前	名詞	普通名詞	副詞可能	*	*	*	O	O
年度	ネンド	ネンド	年度	名詞	普通名詞	一般	*	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
大幅	オーハバ	オオハバ	大幅	形状詞	一般	*	*	*	*	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	O	O
上回る	ウワマワル	ウワマワル	上回る	動詞	一般	*	*	五段-ラ行	連体形-一般	O	O
見込み	ミコミ	ミコミ	見込み	名詞	普通名詞	一般	*	*	*	O	O
だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	O	O
