ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-FAM	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-FAM	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O	O
この	コノ	コノ	此の	連体詞	*	*	*	*	*	O	O
ビル	ビル	ビル	ビル-building	名詞	普通名詞	一般	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
建設	ケンセツ	ケンセツ	建設	名詞	普通名詞	サ変可能	*	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
担当	タントー	タントウ	担当	名詞	普通名詞	サ変可能	*	*	*	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O	O
元	モト	モト	元	名詞	普通名詞	一般	*	*	*	O	O
バ	バ	バ	バ	記号	一般	*	*	*	*	O	O
社	シャ	シャ	社	名詞	普通名詞	助数詞可能	*	*	*	O	O
役員	ヤクイン	ヤクイン	役員	名詞	普通名詞	一般	*	*	*	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O	O
よる	ヨル	ヨル	因る	動詞	一般	*	*	五段-ラ行	終止形-一般	O	O
と	ト	ト	と	助詞	接続助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
実際	ジッサイ	ジッサイ	実際	名詞	普通名詞	副詞可能	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
試算	シサン	シサン	試算	名詞	普通名詞	サ変可能	*	*	*	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
この	コノ	コノ	此の	連体詞	*	*	*	*	*	O	O
ビル	ビル	ビル	ビル-building	名詞	普通名詞	一般	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
建設	ケンセツ	ケンセツ	建設	名詞	普通名詞	サ変可能	*	*	*	O	O
費用	ヒヨー	ヒヨウ	費用	名詞	普通名詞	一般	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
約	ヤク	ヤク	約	接頭辞	*	*	*	*	*	O	O
三	サン	サン	三	名詞	数詞	*	*	*	*	O	O
億	オク	オク	億	名詞	数詞	*	*	*	*	O	O
五千	ゴセン	ゴセン	五千	名詞	数詞	*	*	*	*	O	O
万	マン	マン	万	名詞	数詞	*	*	*	*	O	O
円	エン	エン	円-助数詞	名詞	普通名詞	助数詞可能	*	*	*	O	O
だっ	ダッ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-促音便	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O	O
いう	イウ	イウ	言う	動詞	一般	*	*	五段-ワア行	終止形-一般	O	O
。	*	*	。	補助記号	句点	*	*	*	*	O	O

アメリカ	アメリカ	アメリカ	アメリカ-America	名詞	固有名詞	地名	国	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
ヨーロッパ	ヨーロッパ	ヨーロッパ	ヨーロッパ-Europa	名詞	固有名詞	地名	一般	*	*	O	O
諸国	ショコク	ショコク	諸国	名詞	普通名詞	一般	*	*	*	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
ＮＧＯ	エヌジーオー	エヌジーオー	ＮＧＯ	名詞	普通名詞	一般	*	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
最初	サイショ	サイショ	最初	名詞	普通名詞	副詞可能	*	*	*	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	O	O
政府	セーフ	セイフ	政府	名詞	普通名詞	一般	*	*	*	O	O
代表	ダイヒョー	ダイヒョウ	代表	名詞	普通名詞	サ変可能	*	*	*	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O	O
加える	クワエル	クワエル	加える	動詞	一般	*	*	下一段-ア行	連体形-一般	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-C	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-C	O
多く	オーク	オオイ	多い	形容詞	一般	*	*	形容詞	連用形-一般	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
日本	ニッポン	ニッポン	日本	名詞	固有名詞	地名	国	*	*	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O	O
昨年	サクネン	サクネン	昨年	名詞	普通名詞	副詞可能	*	*	*	O	O
九	キュー	キュウ	九	名詞	数詞	*	*	*	*	O	O
月	ガツ	ガツ	月	名詞	普通名詞	助数詞可能	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
カイロ	カイロ	カイロ	カイロ-Cairo	名詞	固有名詞	地名	一般	*	*	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O	O
開い	ヒライ	ヒラク	開く	動詞	一般	*	*	五段-カ行	連用形-イ音便	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O	O
国際	コクサイ	コクサイ	国際	名詞	普通名詞	一般	*	*	*	O	O
人口	ジンコー	ジンコウ	人口	名詞	普通名詞	一般	*	*	*	O	O
開発	カイハツ	カイハツ	開発	名詞	普通名詞	サ変可能	*	*	*	O	O
会議	カイギ	カイギ	会議	名詞	普通名詞	サ変可能	*	*	*	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
ＮＧＯ	エヌジーオー	エヌジーオー	ＮＧＯ	名詞	普通名詞	一般	*	*	*	O	O
代表	ダイヒョー	ダイヒョウ	代表	名詞	普通名詞	サ変可能	*	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
政府	セーフ	セイフ	政府	名詞	普通名詞	一般	*	*	*	O	O
代表	ダイヒョー	ダイヒョウ	代表	名詞	普通名詞	サ変可能	*	*	*	O	O
席	セキ	セキ	席	名詞	普通名詞	一般	*	*	*	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O	O
座ら	スワラ	スワル	座る	動詞	一般	*	*	五段-ラ行	未然形-一般	O	O
せ	セ	セル	せる	助動詞	*	*	*	下一段-サ行	連用形-一般	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O	O
。	*	*	。	補助記号	句点	*	*	*	*	O	O

また	マタ	マタ	又	接続詞	*	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
家	イエ	イエ	家	名詞	普通名詞	一般	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
そば	ソバ	ソバ	側	名詞	普通名詞	一般	*	*	*	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O	O
デイ	デー	デー	デー-day	名詞	普通名詞	一般	*	*	*	O	O
ケア	ケア	ケア	ケア-care	名詞	普通名詞	サ変可能	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
デイ	デー	デー	デー-day	名詞	普通名詞	一般	*	*	*	O	O
サービス	サービス	サービス	サービス-service	名詞	普通名詞	サ変可能	*	*	*	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-C	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-C	I-C
あれ	アレ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	仮定形-一般	O	O
ば	バ	バ	ば	助詞	接続助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
積極	セッキョク	セッキョク	積極	名詞	普通名詞	一般	*	*	*	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	O	O
出かけ	デカケ	デカケル	出掛ける	動詞	一般	*	*	下一段-カ行	連用形-一般	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O	O
方	ホー	ホウ	方	名詞	普通名詞	一般	*	*	*	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O	O
いい	イー	ヨイ	良い	形容詞	非自立可能	*	*	形容詞	終止形-一般	O	O
です	デス	デス	です	助動詞	*	*	*	助動詞-デス	終止形-一般	O	O
。	*	*	。	補助記号	句点	*	*	*	*	O	O

河野	コーノ	コウノ	コウノ	名詞	固有名詞	人名	姓	*	*	O	O
　	*	*	　	空白	*	*	*	*	*	O	O
その	ソノ	ソノ	其の	連体詞	*	*	*	*	*	O	O
心	ココロ	ココロ	心	名詞	普通名詞	サ変可能	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
弱	ヨワ	ヨワイ	弱い	形容詞	一般	*	*	形容詞	語幹-一般	O	O
さ	サ	サ	さ	接尾辞	名詞的	一般	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
別	ベツ	ベツ	別	名詞	普通名詞	形状詞可能	*	*	*	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O	O
直腸	チョクチョー	チョクチョウ	直腸	名詞	普通名詞	一般	*	*	*	O	O
指診	シシン	シシン	指診	名詞	普通名詞	一般	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
直腸	チョクチョー	チョクチョウ	直腸	名詞	普通名詞	一般	*	*	*	O	O
鏡	キョー	キョウ	鏡	接尾辞	名詞的	一般	*	*	*	O	O
検査	ケンサ	ケンサ	検査	名詞	普通名詞	サ変可能	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
大腸	ダイチョー	ダイチョウ	大腸	名詞	普通名詞	一般	*	*	*	O	O
ファイバー	ファイバー	ファイバー	ファイバー-fiber	名詞	普通名詞	一般	*	*	*	O	O
スコープ	スコープ	スコープ	スコープ-scope	名詞	普通名詞	一般	*	*	*	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O	O
いっ	イッ	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-促音便	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O	O
診断	シンダン	シンダン	診断	名詞	普通名詞	サ変可能	*	*	*	O	O
法	ホー	ホウ	法	名詞	普通名詞	一般	*	*	*	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O	O
最初	サイショ	サイショ	最初	名詞	普通名詞	副詞可能	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
ステップ	ステップ	ステップ	ステップ-step	名詞	普通名詞	サ変可能	*	*	*	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O	O
選択	センタク	センタク	選択	名詞	普通名詞	サ変可能	*	*	*	O	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	O	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	O	O
ます	マス	マス	ます	助動詞	*	*	*	助動詞-マス	終止形-一般	O	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
しっかり	シッカリ	シッカリ	確り	副詞	*	*	*	*	*	O	O
知っ	シッ	シル	知る	動詞	一般	*	*	五段-ラ行	連用形-促音便	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O	O
おい	オイ	オク	置く	動詞	非自立可能	*	*	五段-カ行	連用形-イ音便	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O	O
欲しい	ホシー	ホシイ	欲しい	形容詞	非自立可能	*	*	形容詞	連体形-一般	O	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
全	ゼン	ゼン	全	接頭辞	*	*	*	*	*	O	O
大腸	ダイチョー	ダイチョウ	大腸	名詞	普通名詞	一般	*	*	*	O	O
がん	ガン	ガン	癌	名詞	普通名詞	一般	*	*	*	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O	O
四五	シゴ	シゴ	四五	名詞	数詞	*	*	*	*	O	O
％	パーセント	パーセント	パーセント-percent	名詞	普通名詞	助数詞可能	*	*	*	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O	O
直腸	チョクチョー	チョクチョウ	直腸	名詞	普通名詞	一般	*	*	*	O	O
がん	ガン	ガン	癌	名詞	普通名詞	一般	*	*	*	O	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	O	O
あり	アリ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-一般	O	O
、	*	*	、	補助記号	読点	*	*	*	*	O	O
しかも	シカモ	シカモ	然も	接続詞	*	*	*	*	*	O	O
その	ソノ	ソノ	其の	連体詞	*	*	*	*	*	O	O
七	ナナ	ナナ	七	名詞	数詞	*	*	*	*	O	O
