i:0,0.8188596963882446
i:1,0.7622807025909424
i:2,0.7837719917297363
i:3,0.7414473295211792
i:4,0.8355263471603394
i:5,0.753947377204895
i:6,0.7958332896232605
i:7,0.7916666269302368
i:8,0.7888888716697693
i:9,0.8347222805023193
mean_accuracy0.7906944155693054
i:0,0.7730263471603394
i:1,0.7521929740905762
i:2,0.7611842155456543
i:3,0.7813596725463867
i:4,0.816447377204895
i:5,0.7265350222587585
i:6,0.7972221970558167
i:7,0.7930555939674377
i:8,0.7944445013999939
i:9,0.8083333969116211
mean_accuracy0.780380129814148
