そう	ソー	ソウ	そう	副詞	*	*	*	*	*	2	-1	O	O
いう	ユー	イウ	言う	動詞	一般	*	*	五段-ワア行	連体形-一般	2	0	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-C	B-M
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-C	I-M
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
逆	ギャク	ギャク	逆	名詞	普通名詞	形状詞可能	*	*	*	2	4	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	5	O	O
私	ワタクシ	ワタクシ	私-代名詞	代名詞	*	*	*	*	*	2	6	O	O
小説	ショーセツ	ショウセツ	小説	名詞	普通名詞	一般	*	*	*	2	7	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	2	8	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	9	O	O
なっ	ナッ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	2	10	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	11	O	O
か	カ	カ	か	助詞	副助詞	*	*	*	*	2	12	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	13	O	O
しれ	シレ	シレル	知れる	動詞	一般	*	*	下一段-ラ行	未然形-一般	2	14	O	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	2	15	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	16	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
日本	ニッポン	ニッポン	日本	名詞	固有名詞	地名	国	*	*	2	4	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	5	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	6	O	O
たとえば	タトエバ	タトエバ	例えば	副詞	*	*	*	*	*	2	7	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	8	O	O
戦前	センゼン	センゼン	戦前	名詞	普通名詞	副詞可能	*	*	*	2	9	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	10	O	O
代表	ダイヒョー	ダイヒョウ	代表	名詞	普通名詞	サ変可能	*	*	*	2	11	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	2	12	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	13	O	O
作家	サッカ	サッカ	作家	名詞	普通名詞	一般	*	*	*	2	14	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	15	O	O
志賀	シガ	シガ	シガ	名詞	固有名詞	人名	姓	*	*	2	16	O	O
直哉	ナオヤ	ナオヤ	ナオヤ	名詞	固有名詞	人名	名	*	*	2	17	O	O
さん	サン	サン	さん	接尾辞	名詞的	一般	*	*	*	2	18	O	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	2	19	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	20	O	O
僕	ボク	ボク	僕	代名詞	*	*	*	*	*	2	21	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	22	O	O
大好き	ダイスキ	ダイスキ	大好き	形状詞	一般	*	*	*	*	2	23	O	O
です	デス	デス	です	助動詞	*	*	*	助動詞-デス	終止形-一般	2	24	O	O
けれど	ケレド	ケレド	けれど	助詞	接続助詞	*	*	*	*	2	25	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	26	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	27	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	28	O	O
ある	アル	アル	或る	連体詞	*	*	*	*	*	2	29	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	2	30	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	31	O	O
以外	イガイ	イガイ	以外	名詞	普通名詞	副詞可能	*	*	*	2	32	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	33	O	O
書か	カカ	カク	書く	動詞	一般	*	*	五段-カ行	未然形-一般	2	34	O	O
なかっ	ナカッ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連用形-促音便	2	35	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	36	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	37	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
開発	カイハツ	カイハツ	開発	名詞	普通名詞	サ変可能	*	*	*	2	4	O	O
許可	キョカ	キョカ	許可	名詞	普通名詞	サ変可能	*	*	*	2	5	O	O
前後	ゼンゴ	ゼンゴ	前後	名詞	普通名詞	副詞可能	*	*	*	2	6	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	7	O	O
なっ	ナッ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	2	8	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	9	O	O
突然	トツゼン	トツゼン	突然	副詞	*	*	*	*	*	2	10	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	11	O	O
ゴルフ	ゴルフ	ゴルフ	ゴルフ-golf	名詞	普通名詞	一般	*	*	*	2	12	O	O
場	ジョー	ジョウ	場	接尾辞	名詞的	一般	*	*	*	2	13	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	14	O	O
買い取り	カイトリ	カイトリ	買い取り	名詞	普通名詞	一般	*	*	*	2	15	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	16	O	O
開発	カイハツ	カイハツ	開発	名詞	普通名詞	サ変可能	*	*	*	2	17	O	O
会社	カイシャ	カイシャ	会社	名詞	普通名詞	一般	*	*	*	2	18	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	19	O	O
要求	ヨーキュー	ヨウキュウ	要求	名詞	普通名詞	サ変可能	*	*	*	2	20	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	21	O	O

与野党	ヨヤトー	ヨヤトウ	与野党	名詞	普通名詞	一般	*	*	*	2	-26	O	O
