ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
物価	ブッカ	ブッカ	物価	名詞	普通名詞	一般	*	*	*	2	3	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	4	O	O
近年	キンネン	キンネン	近年	名詞	普通名詞	副詞可能	*	*	*	2	5	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	6	O	O
安定	アンテー	アンテイ	安定	名詞	普通名詞	サ変形状詞可能	*	*	*	2	7	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	8	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	9	O	O
き	キ	クル	来る	動詞	非自立可能	*	*	カ行変格	連用形-一般	2	10	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	11	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	12	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
自民	ジミン	ジミン	自民	名詞	固有名詞	一般	*	*	*	2	4	O	O
党	トー	トウ	党	接尾辞	名詞的	一般	*	*	*	2	5	O	O
など	ナド	ナド	など	助詞	副助詞	*	*	*	*	2	6	O	O
与党	ヨトー	ヨトウ	与党	名詞	普通名詞	一般	*	*	*	2	7	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	8	O	O
公示	コージ	コウジ	公示	名詞	普通名詞	サ変可能	*	*	*	2	9	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	10	O	O
前	マエ	マエ	前	名詞	普通名詞	副詞可能	*	*	*	2	11	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	12	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	13	O	O
社会	シャカイ	シャカイ	社会	名詞	普通名詞	一般	*	*	*	2	14	O	O
党	トー	トウ	党	接尾辞	名詞的	一般	*	*	*	2	15	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	16	O	O
大敗	タイハイ	タイハイ	大敗	名詞	普通名詞	サ変可能	*	*	*	2	17	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	18	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	19	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	20	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	21	O	O
与党	ヨトー	ヨトウ	与党	名詞	普通名詞	一般	*	*	*	2	22	O	O
三	サン	サン	三	名詞	数詞	*	*	*	*	2	23	O	O
党	トー	トウ	党	接尾辞	名詞的	一般	*	*	*	2	24	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	25	O	O
獲得	カクトク	カクトク	獲得	名詞	普通名詞	サ変可能	*	*	*	2	26	O	O
議席	ギセキ	ギセキ	議席	名詞	普通名詞	一般	*	*	*	2	27	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	28	O	O
合計	ゴーケー	ゴウケイ	合計	名詞	普通名詞	サ変可能	*	*	*	2	29	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	30	O	O
三	サン	サン	三	名詞	数詞	*	*	*	*	2	31	O	O
党	トー	トウ	党	接尾辞	名詞的	一般	*	*	*	2	32	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	33	O	O
改選	カイセン	カイセン	改選	名詞	普通名詞	サ変可能	*	*	*	2	34	O	O
議席	ギセキ	ギセキ	議席	名詞	普通名詞	一般	*	*	*	2	35	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	36	O	O
上回れ	ウワマワレ	ウワマワル	上回る	動詞	一般	*	*	五段-ラ行	仮定形-一般	2	37	O	O
