ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
肝心	カンジン	カンジン	肝心	形状詞	一般	*	*	*	*	2	3	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	4	O	O
招致	ショーチ	ショウチ	招致	名詞	普通名詞	サ変可能	*	*	*	2	5	O	O
費	ヒ	ヒ	費	接尾辞	名詞的	一般	*	*	*	2	6	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	7	O	O
支出	シシュツ	シシュツ	支出	名詞	普通名詞	サ変可能	*	*	*	2	8	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	9	O	O
つい	ツイ	ツク	つく	動詞	一般	*	*	五段-カ行	連用形-イ音便	2	10	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	11	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	12	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	13	O	O
簡単	カンタン	カンタン	簡単	形状詞	一般	*	*	*	*	2	14	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	15	O	O
決算	ケッサン	ケッサン	決算	名詞	普通名詞	サ変可能	*	*	*	2	16	O	O
状況	ジョーキョー	ジョウキョウ	状況	名詞	普通名詞	一般	*	*	*	2	17	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	18	O	O
続き	ツズキ	ツヅク	続く	動詞	非自立可能	*	*	五段-カ行	連用形-一般	2	19	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	20	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	21	O	O
募金	ボキン	ボキン	募金	名詞	普通名詞	サ変可能	*	*	*	2	22	O	O
実績	ジッセキ	ジッセキ	実績	名詞	普通名詞	一般	*	*	*	2	23	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	24	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	25	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	26	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	27	O	O
約	ヤク	ヤク	約	接頭辞	*	*	*	*	*	2	28	O	O
十	ジュー	ジュウ	十	名詞	数詞	*	*	*	*	2	29	O	O
億	オク	オク	億	名詞	数詞	*	*	*	*	2	30	O	O
円	エン	エン	円-助数詞	名詞	普通名詞	助数詞可能	*	*	*	2	31	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	32	O	O
数字	スージ	スウジ	数字	名詞	普通名詞	一般	*	*	*	2	33	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	34	O	O
企業	キギョー	キギョウ	企業	名詞	普通名詞	一般	*	*	*	2	35	O	O
数	スー	スウ	数	名詞	普通名詞	一般	*	*	*	2	36	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	37	O	O
書い	カイ	カク	書く	動詞	一般	*	*	五段-カ行	連用形-イ音便	2	38	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	39	O	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	2	40	O	O
五	ゴ	ゴ	五	名詞	数詞	*	*	*	*	2	41	O	O
ページ	ページ	ページ	ページ-page	名詞	普通名詞	助数詞可能	*	*	*	2	42	O	O
だけ	ダケ	ダケ	だけ	助詞	副助詞	*	*	*	*	2	43	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	44	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
今回	コンカイ	コンカイ	今回	名詞	普通名詞	副詞可能	*	*	*	2	4	O	O
