この	コノ	コノ	此の	連体詞	*	*	*	*	*	2	-6	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	-5	O	O
収益	シューエキ	シュウエキ	収益	名詞	普通名詞	一般	*	*	*	2	-4	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	2	-3	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	-2	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	-1	O	O
いう	ユー	イウ	言う	動詞	一般	*	*	五段-ワア行	連体形-一般	2	0	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-M	B-C
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-M	I-C
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
入り口	イリグチ	イリグチ	入り口	名詞	普通名詞	一般	*	*	*	2	4	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	5	O	O
並ん	ナラン	ナラブ	並ぶ	動詞	一般	*	*	五段-バ行	連用形-撥音便	2	6	O	O
で	デ	テ	て	助詞	接続助詞	*	*	*	*	2	7	O	O
客	キャク	キャク	客	名詞	普通名詞	一般	*	*	*	2	8	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	2	9	O	O
もう	モー	モウ	もう	副詞	*	*	*	*	*	2	10	O	O
いっぺん	イッペン	イッペン	一遍	名詞	普通名詞	副詞可能	*	*	*	2	11	O	O
お	オ	オ	御	接頭辞	*	*	*	*	*	2	12	O	O
金	カネ	カネ	金	名詞	普通名詞	一般	*	*	*	2	13	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	14	O	O
出さ	ダサ	ダス	出す	動詞	非自立可能	*	*	五段-サ行	未然形-一般	2	15	O	O
せよう	セヨー	セル	せる	助動詞	*	*	*	下一段-サ行	意志推量形	2	16	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	17	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	2	18	O	O
人々	ヒトビト	ヒトビト	人々	名詞	普通名詞	一般	*	*	*	2	19	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	20	O	O
違う	チガウ	チガウ	違う	動詞	一般	*	*	五段-ワア行	連体形-一般	2	21	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	22	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	23	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
この	コノ	コノ	此の	連体詞	*	*	*	*	*	2	4	O	O
情報	ジョーホー	ジョウホウ	情報	名詞	普通名詞	一般	*	*	*	2	5	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	6	O	O
同	ドー	ドウ	同	名詞	普通名詞	一般	*	*	*	2	7	O	O
総監	ソーカン	ソウカン	総監	名詞	普通名詞	一般	*	*	*	2	8	O	O
部	ブ	ブ	部	名詞	普通名詞	助数詞可能	*	*	*	2	9	O	O
段階	ダンカイ	ダンカイ	段階	名詞	普通名詞	一般	*	*	*	2	10	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	11	O	O
ストップ	ストップ	ストップ	ストップ-stop	名詞	普通名詞	サ変可能	*	*	*	2	12	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	13	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	14	O	O
しまい	シマイ	シマウ	仕舞う	動詞	非自立可能	*	*	五段-ワア行	連用形-一般	2	15	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	16	O	O
首相	シュショー	シュショウ	首相	名詞	普通名詞	一般	*	*	*	2	17	O	O
