ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
大蔵	オークラ	オオクラ	大蔵	名詞	普通名詞	一般	*	*	*	2	4	O	O
省	ショー	ショウ	省	接尾辞	名詞的	一般	*	*	*	2	5	O	O
事務	ジム	ジム	事務	名詞	普通名詞	一般	*	*	*	2	6	O	O
当局	トーキョク	トウキョク	当局	名詞	普通名詞	一般	*	*	*	2	7	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	8	O	O
とっ	トッ	トル	取る	動詞	一般	*	*	五段-ラ行	連用形-促音便	2	9	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	10	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	11	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	12	O	O
この	コノ	コノ	此の	連体詞	*	*	*	*	*	2	13	O	O
蔵相	ゾーショー	ゾウショウ	蔵相	名詞	普通名詞	一般	*	*	*	2	14	O	O
発言	ハツゲン	ハツゲン	発言	名詞	普通名詞	サ変可能	*	*	*	2	15	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	16	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	17	O	O
寝耳	ネミミ	ネミミ	寝耳	名詞	普通名詞	一般	*	*	*	2	18	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	19	O	O
水	ミズ	ミズ	水	名詞	普通名詞	一般	*	*	*	2	20	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	21	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	22	O	O
話	ハナシ	ハナシ	話	名詞	普通名詞	サ変可能	*	*	*	2	23	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	24	O	O

前年	ゼンネン	ゼンネン	前年	名詞	普通名詞	副詞可能	*	*	*	2	-16	O	O
実績	ジッセキ	ジッセキ	実績	名詞	普通名詞	一般	*	*	*	2	-15	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-14	O	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連体形-一般	2	-13	O	O
新しい	アタラシー	アタラシイ	新しい	形容詞	一般	*	*	形容詞	連体形-一般	2	-12	O	O
小	ショー	ショウ	小	接頭辞	*	*	*	*	*	2	-11	O	O
政党	セートー	セイトウ	政党	名詞	普通名詞	一般	*	*	*	2	-10	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-9	O	O
中	ナカ	ナカ	中	名詞	普通名詞	副詞可能	*	*	*	2	-8	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-7	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-6	O	O
交付	コーフ	コウフ	交付	名詞	普通名詞	サ変可能	*	*	*	2	-5	O	O
額	ガク	ガク	額	名詞	普通名詞	一般	*	*	*	2	-4	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	-3	O	O
カット	カット	カット	カット-cut	名詞	普通名詞	サ変可能	*	*	*	2	-2	O	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	2	-1	O	O
れる	レル	レル	れる	助動詞	*	*	*	助動詞-レル	連体形-一般	2	0	O	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-C	B-C
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-C	I-C
出	デ	デル	出る	動詞	一般	*	*	下一段-ダ行	連用形-一般	2	3	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	4	O	O
くる	クル	クル	来る	動詞	非自立可能	*	*	カ行変格	終止形-一般	2	5	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	6	O	O

