ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
益軒	エキケン	エキケン	エキケン	名詞	固有名詞	人名	名	*	*	2	3	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	4	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	5	O	O
決して	ケッシテ	ケッシテ	決して	副詞	*	*	*	*	*	2	6	O	O
体力	タイリョク	タイリョク	体力	名詞	普通名詞	一般	*	*	*	2	7	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	8	O	O
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	2	9	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	10	O	O
わけ	ワケ	ワケ	訳	名詞	普通名詞	一般	*	*	*	2	11	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	12	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	13	O	O
なく	ナク	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連用形-一般	2	14	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	15	O	O
幼い	オサナイ	オサナイ	幼い	形容詞	一般	*	*	形容詞	連体形-一般	2	16	O	O
時	トキ	トキ	時	名詞	普通名詞	副詞可能	*	*	*	2	17	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	2	18	O	O
病弱	ビョージャク	ビョウジャク	病弱	名詞	普通名詞	形状詞可能	*	*	*	2	19	O	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	2	20	O	O
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	2	21	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	22	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	23	O	O
言わ	イワ	イウ	言う	動詞	一般	*	*	五段-ワア行	未然形-一般	2	24	O	O
れる	レル	レル	れる	助動詞	*	*	*	助動詞-レル	終止形-一般	2	25	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	26	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
アイリーン	アイリーン	アイリーン	アイリーン-Aileen	名詞	固有名詞	人名	一般	*	*	2	4	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	5	O	O
今	イマ	イマ	今	名詞	普通名詞	副詞可能	*	*	*	2	6	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	7	O	O
写真	シャシン	シャシン	写真	名詞	普通名詞	一般	*	*	*	2	8	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	9	O	O
撮ら	トラ	トル	取る	動詞	一般	*	*	五段-ラ行	未然形-一般	2	10	O	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	2	11	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	12	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
住民	ジューミン	ジュウミン	住民	名詞	普通名詞	一般	*	*	*	2	4	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	5	O	O
直接	チョクセツ	チョクセツ	直接	副詞	*	*	*	*	*	2	6	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	7	O	O
窓口	マドグチ	マドグチ	窓口	名詞	普通名詞	一般	*	*	*	2	8	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	9	O	O
